brand,title,date,accords,rating_score,votes,longevity_poor,longevity_weak,longevity_moderate,longevity_long,longevity_very_long,sillage_soft,sillage_moderate,sillage_heavy,sillage_enormous,clslove,clslike,clsdislike,clswinter,clsspring,clssummer,clsautumn,clscold,clshot,clsday,clsnight,clslove_female25under,clslove_male25under,clslove_female25older,clslove_male25older,clslike_female25under,clslike_male25under,clslike_female25older,clslike_male25older,clsdislike_female25under,clsdislike_male25under,clsdislike_female25older,clsdislike_male25older,clswinter_female25under,clswinter_male25under,clswinter_female25older,clswinter_male25older,clsspring_female25under,clsspring_male25under,clsspring_female25older,clsspring_male25older,clssummer_female25under,clssummer_male25under,clssummer_female25older,clssummer_male25older,clsautumn_female25under,clsautumn_male25under,clsautumn_female25older,clsautumn_male25older,clsday_female25under,clsday_male25under,clsday_female25older,clsday_male25older,clsnight_female25under,clsnight_male25under,clsnight_female25older,clsnight_male25older,Ihaveit,Ihadit,Iwantit,notes_1,notes_2,notes_3,notes_4,notes_5,notes_6,notes_7,notes_8,notes_9,notes_10,notes_11,notes_12,notes_13,notes_14,notes_15,notes_16,notes_17,notes_18,notes_19,notes_20,gender
Initio-Parfums-Prives,Magnetic Blend 1 Initio Parfums Prives for women and men,2015,"amber,animalic,balsamic,marine,powdery,salty",3.54,47,4,0,3,5,6,2,5,7,14,100,23,61,38,19,9,33,0,0,14,28,4,4,14,76,1,4,9,14,1,14,33,23,1,4,1,38,1,4,1,19,1,4,1,4,1,4,1,33,1,4,1,14,1,4,1,28,21,0,0,Top1Ambergris,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Mugler,A*Men Summer Flash Mugler for men,2006,"patchouli,woody,warm spicy,musky,earthy,Pictures",3.83,47,3,1,2,1,2,2,5,3,5,70,100,35,5,29,52,35,1,4,52,23,5,17,1,47,1,17,17,64,1,11,5,17,1,1,1,5,1,5,1,23,1,5,5,35,1,5,5,17,1,5,5,35,1,1,1,23,33,0,0,Top1Musk,Top2Woodsy Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,
H-M,H&M Mirabilia H&M for women,2018,"woody,milky,musky,powdery,balsamic,Pictures",3.9,47,3,0,8,6,1,2,11,5,6,100,100,41,76,35,17,88,0,0,76,29,41,5,52,1,23,1,70,5,17,1,23,1,23,1,52,1,11,5,17,1,5,1,11,1,35,5,47,1,35,5,35,1,11,1,17,1,54,0,0,Middle0Peach,Middle1Milk,Base0Sandalwood,Base1Musk,,,,,,,,,,,,,,,,,women
Une-Nuit-A-Bali,Murmure des Dieux Une Nuit A Bali for women and men,2016,"white floral,amber,balsamic,citrus,vanilla,Pictures",3.98,47,3,2,5,6,0,4,7,8,4,100,65,35,10,45,35,40,0,0,45,15,5,10,80,5,5,1,50,10,1,1,30,5,1,1,10,1,1,5,30,10,1,1,30,5,1,5,20,15,1,1,35,10,1,1,5,10,21,0,0,Top1Ylang-Ylang,Middle0Hedione,Middle1Frangipani,Middle2elemi,Base0Benzoin,Base1Labdanum,Base2Vanilla,Base3Amber,Base4Musk,,,,,,,,,,,,women
Profumum-Roma,Oxiana Profumum Roma for women and men,2009,"balsamic,patchouli,sweet,musky,smoky,Pictures",3.08,47,5,3,1,3,9,9,6,4,8,64,92,100,28,64,1,14,0,0,64,35,14,1,35,14,14,7,35,35,7,7,42,42,7,14,14,7,28,14,7,28,1,14,1,1,1,14,14,1,21,14,14,28,7,14,7,21,20,0,0,Top1Patchouli,Top2Opoponax,Top3Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,,women
Nikos,Sculpture Delicate Fleur Nikos for women,2010,"floral,woody,fruity,sweet,green,musky",3.97,47,2,4,4,2,1,6,4,3,6,47,100,17,8,78,56,17,0,0,86,21,1,1,43,4,4,1,100,8,1,1,21,1,1,1,4,4,8,1,56,13,4,1,47,4,1,1,8,8,8,1,69,8,4,1,8,8,42,0,0,Top1Mandarin Orange,Top2Pear,Middle0Tulip,Middle1Lily-of-the-Valley,Base0Sandalwood,Base1Tonka Bean,Base2Musk,,,,,,,,,,,,,,women
Cacharel,Noa Summer 2012 Cacharel for women,2012,"citrus,white floral,sweet,musky,fresh,yellow floral,Pictures",4.05,47,1,1,2,0,0,3,4,1,2,29,100,7,1,29,51,25,0,0,55,3,11,1,18,1,14,3,77,3,1,3,3,1,1,1,1,1,11,1,18,1,11,1,37,3,3,1,22,1,14,1,37,3,1,1,3,1,22,0,0,Top1Lemon,Top2Mandarin Orange,Top3Red Apple,Middle0Orange Blossom,Middle1Frangipani,Middle2Peony,Middle3Sunflower,Base0Musk,Base1Benzoin,Base2Coffee,,,,,,,,,,,women
Antonio-Alessandria,Nuit Rouge Antonio Alessandria for women and men,2014,"fresh spicy,citrus,warm spicy,balsamic,aromatic,woody,Pictures",3.27,47,2,5,2,3,2,5,2,3,3,100,75,100,37,37,25,37,0,0,43,31,1,6,37,56,12,1,43,25,12,12,37,68,1,6,12,18,6,6,12,12,6,6,6,6,1,6,12,25,6,6,12,25,1,6,12,12,9,0,0,Top1Lemon,Top2Currant buds,Top3Grapefruit,Top4Rhubarb,Middle0Geranium,Middle1iris,Middle2Saffron,Middle3Black Pepper,Middle4Nutmeg,Middle5Coffee,Base0Leather,Base1Cedar,Base2Patchouli,Base3Sandalwood,Base4Incense,Base5Vanilla,Base6Tonka Bean,Base7Musk,,,women
Etro,Marquetry Etro for women and men,2015,"balsamic,aromatic,amber,sweet,fresh spicy,Pictures",3.98,48,3,3,2,4,1,1,9,13,3,58,100,20,33,12,8,25,0,0,25,20,4,4,20,29,4,4,83,20,1,1,8,12,1,4,20,12,1,4,8,8,1,4,8,1,1,4,20,8,1,4,16,12,1,4,16,8,33,0,0,Top1Lavender,Top2Peach,Middle0Galbanum,Middle1Tonka Bean,Middle2Peru Balsam,Middle3Rose,Base0Amber,Base1Vanilla,Base2Labdanum,Base3Coumarin,Base4Musk,,,,,,,,,,women
The-Merchant-of-Venice,Suave Petals The Merchant of Venice for women,2013,"powdery,woody,patchouli,rose,balsamic,warm spicy,Pictures",4.11,48,3,3,1,7,2,2,8,6,5,100,100,25,15,55,30,55,0,0,50,40,5,1,85,10,15,1,85,1,1,5,15,10,1,1,15,1,1,1,45,10,5,1,15,10,5,1,40,10,1,1,35,15,5,1,20,15,34,0,0,Top1Nectarine,Top2Apple,Top3Pineapple,Top4Nectarine blossom,Middle0Tuberose,Middle1Orange Blossom,Middle2White Rose,Middle3Orris,Base0Sandalwood,Base1Amber,Base2Vanilla,Base3Patchouli,,,,,,,,,women
Roja-Dove,Lilac Roja Dove for women,0,"woody,powdery,floral,white floral,balsamic",4.08,48,5,3,7,1,2,7,11,5,8,100,37,29,12,50,50,29,0,0,54,29,4,1,79,20,8,1,29,1,4,1,12,12,1,8,8,1,1,8,45,4,1,8,37,8,1,8,25,4,1,8,45,8,1,8,20,4,41,0,0,Middle0Heliotrope,Middle1Jasmine,Middle2Orange Blossom,Middle3Peach,Middle4Rose,Middle5Violet,Middle6Ylang-Ylang,Base0Amyris,Base1Benzoin,Base2Cedar,Base3Cinnamon,Base4Cloves,Base5Ginger,Base6Oakmoss,Base7Orris Root,Base8Patchouli,Base9Peru Balsam,Base10Sandalwood,Base11Vanilla,,women
Officina-delle-Essenze,Puro Lino Officina delle Essenze for women and men,2006,"aldehydic,citrus,fresh spicy,musky,aromatic,white floral,Pictures",3.65,48,0,0,1,8,10,3,3,14,4,100,52,57,26,73,73,15,0,0,68,10,15,10,31,42,5,5,26,21,10,1,42,5,1,1,15,10,1,5,42,31,1,5,42,31,1,1,10,5,1,5,42,26,5,1,5,1,20,0,0,Top1Jasmine,Top2Geranium,Top3Lemon Verbena,Top4Aldehydes,Top5Neroli,Top6Bergamot,Top7Green Notes,Middle0nan,Base0nan,,,,,,,,,,,,women
Christian-Dior,New Look 1947 Christian Dior for women and men,1947,"white floral,vanilla,yellow floral,sweet,tuberose,rose,Pictures",4.14,48,3,2,2,5,1,3,10,9,5,100,55,25,25,25,10,30,0,0,40,40,15,5,60,20,5,10,25,15,1,5,15,5,5,1,15,5,5,1,15,5,1,1,10,1,5,1,15,10,20,1,15,5,10,1,20,10,36,0,0,Middle0Rose,Middle1Jasmine,Middle2Tuberose,Middle3Ylang-Ylang,Middle4Gardenia,Base0Benzoin,Base1Vanilla,,,,,,,,,,,,,,women
4160-Tuesdays,Raw Silk & Red Roses 4160 Tuesdays for women and men,2015,"rose,patchouli,fresh spicy,fruity,aromatic,warm spicy",4.22,48,1,2,5,1,4,6,6,4,2,100,39,21,7,3,3,10,0,0,7,10,3,3,82,14,3,1,28,7,1,1,17,3,1,17,7,1,1,17,3,1,1,17,3,1,1,17,10,1,1,17,3,3,1,17,7,3,34,0,0,Top1Peach,Top2Patchouli,Top3Musk,Top4Geranium,Top5Rose,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Carla-Fracci,Medea Carla Fracci for women,2006,"white floral,sweet,caramel,vanilla,citrus",4.15,48,0,0,3,0,0,0,3,0,0,71,100,14,28,19,23,23,1,1,33,42,23,1,28,14,23,1,66,9,4,1,23,1,9,1,14,4,9,1,9,1,9,1,14,1,4,1,14,4,4,1,28,1,4,1,28,4,29,0,0,Top1Citruses,Middle0Orange Blossom,Middle1Jasmine,Middle2Lily-of-the-Valley,Middle3Tiare Flower,Middle4Rose,Base0Amber,Base1Coconut,Base2Musk,Base3Vanilla,Base4Peach,Base5Caramel,Base6Precious Woods,,,,,,,,women
Bath-and-Body-Works,Tropical Passionfruit Bath and Body Works for women,0,"tropical,fruity,sweet,coconut,fresh",3.9,48,1,1,2,0,0,0,0,3,1,47,100,21,13,43,60,13,0,1,56,21,8,4,30,4,43,4,47,8,13,1,13,1,4,1,8,1,26,4,13,1,26,8,26,1,4,1,8,1,26,4,26,1,4,4,13,1,48,0,0,Top1Mandarin Orange,Middle0Apricot,Middle1Osmanthus,Middle2Papaya,Base0Musk,Base1Coconut Milk,,,,,,,,,,,,,,,women
Lattafa-Perfumes,Raghba Muski Lattafa Perfumes for women and men,2015,"musky,vanilla,woody,powdery,sweet,floral,Pictures",4.32,48,0,2,2,10,11,1,11,13,10,100,48,16,76,52,12,80,0,0,76,40,4,16,40,40,1,4,8,36,1,4,4,8,1,16,16,44,1,12,8,32,1,4,4,4,1,16,24,40,1,16,24,36,1,4,4,32,36,0,0,Top1Lily-of-the-Valley,Middle0Musk,Middle1Sugar,Base0Musk,Base1Sandalwood,Base2Vanilla,,,,,,,,,,,,,,,women
Victoria-s-Secret,Very Sexy Now Beach Victoria's Secret for women,2018,"coconut,white floral,sweet,sand,tonka (coumarin),citrus,Pictures",3.76,49,5,4,2,1,0,5,6,2,5,39,100,26,1,8,73,4,0,0,65,17,8,1,30,1,8,4,78,1,1,1,26,1,1,1,1,1,1,1,4,4,13,4,47,4,1,1,1,4,13,4,39,8,4,1,8,4,42,0,0,Top1Coconut,Top2Sand,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Oriza-L-Legrand,Royal Oeillet Oriza L. Legrand for women and men,2014,"fresh spicy,warm spicy,aromatic,balsamic,woody,Pictures",3.45,49,0,1,2,3,1,2,6,3,1,60,100,60,25,45,40,20,0,0,40,55,1,1,50,10,10,5,75,10,15,1,45,1,1,10,20,1,1,10,40,1,1,10,30,5,1,10,15,1,1,10,35,1,1,10,50,1,23,0,0,Top1Black Pepper,Top2Myrrh,Middle0Geranium,Middle1Cloves,Middle2Pink Pepper,Middle3Cedar,Base0Black Pepper,Base1Bitter Orange,Base2Violet Leaf,Base3Sandalwood,,,,,,,,,,,women
Phaedon,Lentisque Phaedon for women and men,2013,"woody,balsamic,green,aromatic,earthy,Pictures",3.78,49,4,2,6,5,1,10,6,3,4,100,52,47,8,52,47,17,0,0,60,13,13,13,26,52,1,8,30,13,4,1,26,17,1,1,4,4,1,4,21,30,4,4,21,17,1,1,8,13,8,4,17,34,1,1,8,4,18,0,0,Top1Galbanum,Top2Labdanum,Top3Woody Notes,Top4Vetiver,Top5Cedar,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Scents-of-Time,Maya Scents of Time for women,2009,"balsamic,cacao,tropical,warm spicy,green,Pictures",4.18,49,0,1,3,2,0,2,6,0,0,54,100,8,16,20,20,33,0,4,41,16,12,1,33,4,4,1,87,4,1,1,12,1,1,4,16,1,1,4,16,1,1,4,16,1,1,4,29,1,1,4,37,1,1,4,12,1,32,0,0,Middle0Jasmine,Middle1Green Notes,Middle2Tropical fruit,Middle3Floral Notes,Base0Vanille,Base1Cacao,,,,,,,,,,,,,,,women
Lancome,Miracle Summer Lancome for women,2003,"citrus,fruity,rose,floral,tropical,Pictures",3.98,49,0,3,0,0,0,0,4,0,0,58,100,20,1,29,50,1,0,2,58,12,8,1,37,1,29,1,66,1,4,4,12,1,1,1,1,1,8,1,16,4,12,1,33,1,1,1,1,1,12,1,37,4,4,1,8,1,21,0,0,Top1Mandarin Orange,Top2Pink Grapefruit,Middle0Magnolia,Middle1Jasmine,Middle2Rose,Base0Amber,Base1Musk,,,,,,,,,,,,,,women
Demeter-Fragrance,Mojito Demeter Fragrance for women and men,0,"citrus,green,sweet,rum,aromatic,fresh",2.74,49,1,0,1,0,0,2,0,2,0,21,100,100,5,36,63,5,0,0,52,10,10,1,5,5,21,1,73,5,21,1,73,5,1,5,1,1,1,5,26,5,1,1,57,5,1,5,1,1,1,1,47,5,5,1,5,1,24,0,0,Top1Sugar,Top2Mint,Top3Lime,Top4Rum,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Prince-Matchabelli,New Musk Prince Matchabelli for women,0,"white floral,musky,animalic,floral",3.93,49,0,0,2,5,6,0,6,1,2,78,100,31,21,31,5,21,2,1,78,26,21,1,47,10,10,1,94,5,1,1,26,5,5,1,15,1,5,1,26,1,1,1,5,1,5,1,15,1,5,1,68,1,5,1,21,1,42,0,0,Top1Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Zara,Norrland Zara for men,2017,"woody,citrus,fresh spicy,aromatic,green,earthy,Pictures",4.16,49,0,1,3,9,2,4,8,7,2,86,100,18,13,86,31,59,0,0,81,13,1,18,4,63,4,27,4,63,1,1,4,13,1,4,1,9,1,18,9,59,1,4,4,22,1,13,4,40,1,13,9,59,1,4,1,9,55,0,0,Middle0Pepper,Base0Vetiver,,,,,,,,,,,,,,,,,,,
Parfum-Satori,Satori Parfum Satori for women and men,2006,"warm spicy,woody,balsamic,aromatic,citrus,cinnamon",4.26,50,2,1,7,1,10,6,14,4,1,94,68,15,94,84,78,89,0,0,94,100,1,5,47,42,5,1,36,26,1,5,1,10,1,52,26,15,1,52,21,10,1,52,15,10,1,52,21,15,1,57,21,15,5,52,21,21,29,0,0,Top1Coriander,Middle0Cinnamon,Middle1Cloves,Middle2Cacao Pod,Middle3Vanilla,Base0Kyara Incense (olibanum),Base1Sandalwood,Base2Oakmoss,Base3Agarwood (Oud),,,,,,,,,,,,women
Ex-Nihilo,Love Shot Ex Nihilo for women and men,2015,"sweet,leather,fruity,musky,animalic",3.5,50,2,0,4,3,8,3,10,8,10,100,82,76,17,41,35,52,0,0,41,47,1,5,70,23,5,1,70,5,17,5,41,11,1,1,17,1,1,5,29,5,1,1,23,11,1,5,41,5,1,1,35,5,1,1,29,17,22,0,0,Middle0Leather,Base0Musk,,,,,,,,,,,,,,,,,,,women
Loewe,Solo Loewe Pop Loewe for men,2010,"aromatic,citrus,sweet,vanilla,balsamic,Pictures",3.89,50,2,0,2,12,3,2,16,2,3,69,100,30,8,34,39,56,2,4,86,34,1,13,8,47,1,21,8,69,1,17,1,17,1,4,1,4,1,4,1,30,1,8,1,30,1,13,1,43,1,17,1,69,1,4,1,30,40,0,0,Top1Pink Pepper,Middle0Lavender,Base0Tonka Bean,Base1Vanille,,,,,,,,,,,,,,,,,
Christian-Dior,Lucky Christian Dior for women and men,2018,"floral,white floral,green,soapy,animalic,Pictures",4.11,50,4,7,8,3,3,6,11,2,10,100,69,26,13,69,56,34,0,0,65,21,4,13,52,30,4,4,39,21,4,4,8,8,1,1,8,4,1,4,34,30,1,1,30,26,1,1,21,13,1,4,30,30,1,1,8,13,23,0,0,Top1White Flowers,Top2Ozonic notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Bond-No-9,Nolita Bond No 9 for women,2017,"white floral,citrus,floral,amber,musky,animalic,Pictures",3.49,50,3,4,5,4,2,6,6,2,4,100,76,76,17,52,11,29,0,0,64,17,11,1,76,17,11,1,47,17,17,5,47,5,11,1,1,5,11,1,23,17,1,1,5,5,11,1,5,11,17,1,29,17,5,1,5,5,20,0,0,Top1Tangerine,Middle0Jasmine Sambac,Middle1Lily,Middle2Rose,Base0Sandalwood,Base1Musk,Base2Amber,,,,,,,,,,,,,,women
One-of-Those,Mercury [80Hg] One of Those for women and men,2013,"citrus,powdery,aldehydic,fruity,woody,balsamic",2.3,50,2,4,0,5,1,3,7,4,3,24,37,100,10,17,17,10,0,0,24,3,1,3,10,10,1,1,6,34,1,6,48,62,1,3,3,6,1,6,3,10,1,3,3,13,1,3,3,6,1,3,6,17,1,3,1,3,13,0,0,Top1Mandarin Orange,Top2Aldehydes,Top3Rhubarb,Top4Black Currant,Top5Geranium,Top6Violet,Top7Cedar,Top8Patchouli,Top9Sandalwood,Top10Tolu Balsam,Middle0nan,Base0nan,,,,,,,,,women
Miss-Sixty,Miss Miss Sixty for women,2008,"fruity,floral,fresh,sweet,aquatic,powdery,Pictures",3.31,50,1,3,2,0,0,6,3,0,1,27,100,50,13,59,50,31,0,0,77,13,13,1,13,1,50,1,50,1,18,4,27,1,1,1,13,1,36,1,22,1,36,1,13,1,4,1,27,1,36,1,36,1,1,1,9,1,23,0,0,Top1Melon,Top2Bergamot,Middle0Magnolia,Middle1Violet,Middle2Peony,Base0Caramel,Base1Musk,Base2Nectarine,,,,,,,,,,,,,women
Yves-Rocher,Nature Millenaire pour Homme Yves Rocher for men,2000,"warm spicy,balsamic,smoky,aromatic,cinnamon",4.4,50,1,0,6,8,0,0,8,6,3,100,72,9,45,1,1,77,5,1,54,50,4,4,45,50,1,4,27,40,1,1,1,9,4,9,13,18,1,1,1,1,1,1,1,1,4,13,22,36,1,13,13,27,4,9,4,27,31,0,0,Top1Cinnamon,Top2Coriander,Top3Benzoin,Top4Incense,Top5Cedar,Top6Bergamot,Top7Cardamom,Top8Myrrh,Middle0nan,Base0nan,,,,,,,,,,,
Coquillete,Moramanga Coquillete for women and men,2012,"white floral,balsamic,tuberose,sweet,yellow floral,animalic,Pictures",3.85,50,2,1,4,4,4,4,2,6,6,100,52,42,19,33,47,28,0,0,38,23,14,1,71,19,1,1,42,9,4,1,28,19,1,4,9,4,1,4,23,4,1,4,33,9,1,4,14,9,1,4,23,9,1,4,9,9,21,0,0,Top1Gardenia,Top2iris,Middle0Tolu Balsam,Middle1Opoponax,Middle2Benzoin,Base0Tuberose,Base1Ylang-Ylang,Base2Madagascar Vanilla,Base3Musk,,,,,,,,,,,,
Comptoir-Sud-Pacifique,Princesse Muscat Comptoir Sud Pacifique for women,2000,"fruity,sweet,musky,citrus,sour,woody",3.36,50,1,1,1,0,0,2,6,0,0,55,100,65,1,45,35,25,1,2,45,20,5,1,25,15,20,5,80,1,10,5,50,1,1,1,1,1,5,1,40,1,5,1,30,1,5,1,20,1,10,1,35,1,1,1,20,1,46,0,0,Top1Grapefruit,Top2Bergamot,Top3Cranberry,Middle0Orchid,Middle1Jasmine,Middle2Mango,Middle3Rose,Base0Sandalwood,Base1Musk,Base2Grapes,,,,,,,,,,,women
Myrurgia,Yacht Man Metal Myrurgia for men,2005,"citrus,musky,fresh,woody,warm spicy,Pictures",3.58,50,6,4,7,3,1,7,12,5,2,36,100,36,24,56,68,24,0,0,56,44,4,16,1,16,1,1,8,88,1,8,4,24,1,1,1,24,1,4,4,44,1,8,8,48,1,1,4,20,1,4,8,40,1,1,4,40,52,0,0,Top1Spices,Top2Musk,Top3Woodsy Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,man
Yves-Saint-Laurent,Opium Eau D'ete Summer Fragrance Yves Saint Laurent for women,2002,"citrus,balsamic,warm spicy,patchouli,floral",3.9,50,3,0,1,4,2,1,1,1,2,100,94,41,11,11,58,23,3,6,52,58,17,5,76,1,5,1,88,1,23,5,11,1,5,5,5,5,1,5,11,5,1,11,52,5,5,5,11,11,5,5,47,5,5,11,41,11,36,0,0,Top1Orange,Top2Mandarin Orange,Middle0Carnation,Middle1Jasmine,Middle2Patchouli,Base0Vanille,Base1Myrhh,,,,,,,,,,,,,,women
The-Healing-Garden,Lavender Therapy The Healing Garden for women,1990,"aromatic,fresh spicy,floral,herbal,sweet",4.14,51,1,0,8,0,0,0,10,1,3,62,100,12,54,58,58,45,0,0,66,50,4,1,54,4,12,1,87,1,4,1,8,1,4,4,50,4,8,4,50,4,8,4,50,4,4,4,41,4,8,4,58,4,8,4,41,4,22,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Orto-Parisi,Megamare Orto Parisi for women and men,2019,Pictures,2.81,51,8,4,5,2,17,4,5,15,14,66,29,100,4,20,45,16,0,0,45,20,1,8,16,41,1,4,4,20,1,1,25,75,1,1,1,4,1,1,4,16,1,1,8,37,1,1,1,16,1,1,8,37,1,1,4,16,20,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Oscar-de-la-Renta,Mi Corazon Oscar de la Renta for women,2012,"tuberose,white floral,yellow floral,sweet,animalic,Videos,Pictures",4.45,51,2,2,5,1,7,1,10,6,13,100,25,12,25,21,28,18,0,0,34,21,12,1,87,6,1,1,28,1,1,1,12,1,3,3,18,1,1,1,25,1,1,1,31,1,1,1,18,1,3,1,34,1,1,3,18,1,44,0,0,Top1Peach,Top2Tuberose,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Prince-Matchabelli,Sexiest Musk Prince Matchabelli for women,0,"vanilla,amber,powdery,musky,animalic",3.74,51,2,0,1,1,0,3,2,3,0,61,100,38,23,4,4,19,5,2,28,47,14,1,47,4,4,4,90,1,4,1,33,1,4,4,19,9,1,4,1,9,1,4,1,9,4,4,9,9,1,9,23,9,4,4,47,4,28,0,0,Top1Amber,Top2Vanille,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Myrurgia,Yacht Man Red Myrurgia for men,2004,"warm spicy,fresh spicy,musky,citrus,woody,Pictures",3.46,51,10,9,10,2,2,15,15,2,1,38,100,46,19,26,50,26,0,0,65,26,3,3,1,26,1,19,1,73,1,7,1,38,1,3,1,11,1,3,1,19,1,7,1,34,1,1,1,19,1,7,1,50,1,7,1,11,66,0,0,Top1Grapefruit,Middle0Earthy Notes,Base0Sandalwood,Base1Musk,Base2Black Pepper,,,,,,,,,,,,,,,,man
Oriflame,Sublime Nature Tonka Bean Oriflame for women and men,2017,"aromatic,balsamic,vanilla,sweet,fruity,musky,Pictures",3.98,51,1,0,4,14,1,1,12,14,4,37,100,13,58,3,1,62,0,0,44,44,10,1,24,3,13,1,79,6,3,1,10,1,6,1,41,10,1,1,3,1,1,1,1,1,10,1,41,10,6,1,27,10,6,1,27,10,38,0,0,Top1Cascalone,Top2Black Currant,Top3Vanilla,Top4White Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Oriflame,Sublime Nature Tuberose Oriflame for women and men,2017,"white floral,tuberose,vanilla,powdery,woody,Pictures",4.12,51,3,1,9,6,0,4,13,4,6,91,100,21,21,78,30,43,0,0,78,21,17,4,65,4,30,1,65,4,4,1,17,1,4,4,13,1,21,4,43,8,13,1,17,1,17,1,21,4,26,1,43,8,8,4,8,1,41,0,0,Top1White Heliotrope,Top2Frangipani,Top3Sandalwood,Top4Vanilla,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Caron,La Selection Piu Bellodgia Caron for women,2013,"warm spicy,floral,woody,rose,white floral,musky,Pictures",3.75,52,2,1,3,1,5,4,3,5,4,100,78,52,26,42,42,21,0,0,57,26,10,1,78,10,10,1,57,10,1,5,36,10,1,1,10,15,5,1,31,5,10,1,26,5,1,1,15,5,10,1,36,10,1,1,15,10,32,0,0,Top1Rose,Top2Jasmine,Top3Lily-of-the-Valley,Middle0Cinnamon,Middle1Cloves,Base0Cedar,Base1Sandalowood,Base2Musk,,,,,,,,,,,,,women
Diesel,Loverdose Tattoo Eau de Toilette Diesel for women,2011,"aromatic,green,fresh,floral,balsamic,citrus,Pictures",3.52,52,3,4,4,2,0,2,9,4,1,45,100,45,31,22,22,31,0,0,59,40,27,1,18,1,54,9,40,1,22,1,22,1,13,4,13,1,13,1,4,4,18,1,4,1,18,1,9,4,31,1,22,4,22,1,13,4,16,0,0,Top1Cassis,Top2Mandarin Orange,Top3Lemon,Middle0Rose,Middle1Magnolia,Base0Tonka Bean,Base1Rice,,,,,,,,,,,,,,women
Maison-Trudon,Olim Maison Trudon for women and men,1214,"balsamic,warm spicy,soft spicy,musky,aromatic,fresh spicy,Pictures",4.36,52,2,2,9,2,2,6,13,4,1,100,69,11,50,34,15,53,0,0,50,34,3,1,30,65,1,7,38,23,1,1,3,7,1,3,19,26,1,3,15,15,1,3,7,3,1,3,19,30,1,3,23,23,1,3,15,15,28,0,0,Top1Lavender,Top2Anise,Middle0Pink Pepper,Middle1Cloves,Middle2Patchouli,Base0Benzoin,Base1Myrhh,Base2Musk,,,,,,,,,,,,,women
V-Canto,Magnificat V Canto for women and men,2015,"balsamic,warm spicy,sweet,amber,vanilla,powdery",3.7,52,2,2,2,7,2,2,10,4,6,66,100,42,33,19,1,57,0,0,28,19,4,1,47,14,1,9,52,38,4,9,19,14,1,4,23,9,1,4,9,9,1,4,1,1,4,4,33,19,1,4,19,9,1,4,9,9,30,0,0,Top1Rose,Top2Amber,Middle0Cotton Candy,Middle1Geranium,Middle2Sandalwood,Middle3Amber,Base0Musk,Base1Vanilla,Base2Benzoin,Base3Patchouli,Base4Sandalwood,Base5Incense,,,,,,,,,women
Profumi-del-Forte,Marconi 3 Profumi del Forte for women and men,2008,"powdery,warm spicy,vanilla,floral,balsamic,aromatic,Pictures",4.13,52,1,0,1,7,3,3,8,6,1,100,95,23,52,38,4,42,0,0,42,33,14,1,66,38,14,1,52,23,4,1,19,1,4,1,23,19,1,1,19,19,1,1,4,4,4,1,19,19,4,1,9,23,4,1,14,14,28,0,0,Top1Cinnamon,Top2Coconut,Top3Star Anise,Middle0iris,Middle1Rose,Middle2Geranium,Base0Patchouli,Base1Tolu Balsam,Base2Vanilla,Base3Oakmoss,Base4Heliotrope,,,,,,,,,,women
Parfums-Quartana,Mandrake Parfums Quartana for men,2016,"fruity,woody,sour,sweet,leather,Pictures",4.1,52,0,0,5,2,0,0,8,4,4,100,57,26,1,50,34,19,0,0,53,7,3,7,42,46,3,1,23,30,1,1,7,19,1,1,1,1,1,1,23,26,1,1,19,15,1,1,3,15,7,1,19,26,3,1,1,3,25,0,0,Top1Pomegranate,Top2Birch Leaf,Top3Birch,Top4Rhubarb,Top5Cardamom,Top6Suede,Top7Patchouli,Top8Madagascar Vanilla,Top9Sandalwood,Top10Tonka Bean,Middle0nan,Base0nan,,,,,,,,,man
Trish-McEvoy,Trish Trish McEvoy for women,2002,"floral,musky,sweet,balsamic,aromatic,amber",3.93,52,1,3,5,3,0,3,6,1,1,100,80,38,38,42,38,57,2,0,61,71,9,4,71,14,14,1,61,4,4,1,33,1,4,9,28,4,1,9,28,14,1,9,23,14,4,9,38,14,4,9,42,14,9,9,47,14,40,0,0,Top1Musk,Top2Blue Lotus,Middle0Tonka Bean,Middle1White Amber,Base0Sandalwood,Base1Cashmere Musk,,,,,,,,,,,,,,,women
